search_role,title,company,location,salary_min,salary_max,description,category,posted_date,url,description_clean,skills_found,skill_count,skills_found_str
data analyst,Data Analyst,Guidehouse,India,,,"Job Family : EBO Management Information System (India) Travel Required : None Clearance Required : None What You Will Do : Contribute & Manage backend PMO activities (Timesheet Management, Invoice Oversight, SubK & Roster Management, Laptop/Resource Management, Expenses, EDSP & other Compliance Requirements), including project documentation, governance, and compliance tracking Develop and maintain advanced reports and dashboards using MS Excel and Power BI to deliver actionable insights Perform…",IT Jobs,2026-06-07T02:18:45Z,https://www.adzuna.in/details/5754756171?utm_medium=api&utm_source=3a1fdfd4,"job family : ebo management information system (india) travel required : none clearance required : none what you will do : contribute & manage backend pmo activities (timesheet management, invoice oversight, subk & roster management, laptop/resource management, expenses, edsp & other compliance requirements), including project documentation, governance, and compliance tracking develop and maintain advanced reports and dashboards using ms excel and power bi to deliver actionable insights perform…","['excel', 'power bi']",2,"excel, power bi"
data analyst,Data Analyst,Clarivate,"Bangalore, Karnataka",,,"Overview: Join a dynamic, fast-growing team focused on healthcare data analytics. Work with large healthcare data assets to understand, manipulate, and deliver insights. Role and Responsibilities: Apply quantitative problem-solving and qualitative research to address questions in the pharmaceutical and medical device industries. Collaborate with cross-functional teams including RWD domain experts, developers, analysts, and scientists. Serve as a key client contact, maintaining strong relationsh…",IT Jobs,2026-06-12T06:53:55Z,https://www.adzuna.in/details/5760752150?utm_medium=api&utm_source=3a1fdfd4,"overview: join a dynamic, fast-growing team focused on healthcare data analytics. work with large healthcare data assets to understand, manipulate, and deliver insights. role and responsibilities: apply quantitative problem-solving and qualitative research to address questions in the pharmaceutical and medical device industries. collaborate with cross-functional teams including rwd domain experts, developers, analysts, and scientists. serve as a key client contact, maintaining strong relationsh…",[],0,
data analyst,Data Analyst,Jsw Steel,"Mumbai, Maharashtra",,,"Focus on improving processes and strategies within organizations, by analyzing data, provide actionable insights to help stakeholders make informed decisions Drive growth and bring-in business efficiency Bridge the gap between business needs and technical solutions Assist organization understand preferences and behaviors, leading to improved products, services, and engagement strategies Enable innovation by providing insights that guide the development of new products, technologies, and busines…",IT Jobs,2026-06-13T08:45:55Z,https://www.adzuna.in/details/5761948298?utm_medium=api&utm_source=3a1fdfd4,"focus on improving processes and strategies within organizations, by analyzing data, provide actionable insights to help stakeholders make informed decisions drive growth and bring-in business efficiency bridge the gap between business needs and technical solutions assist organization understand preferences and behaviors, leading to improved products, services, and engagement strategies enable innovation by providing insights that guide the development of new products, technologies, and busines…",[],0,
data analyst,Data Analyst,Caratlane,"Pune, Maharashtra",,,"Responsibilities: Understanding the reporting requirements and provide valuable advice Continuous optimization and automation of reporting, further development of reporting tools, active management of the reporting portfolio Creation of assigned reports in time and quality Collaboration with international teams Requirements: Must have: Expertise with PowerBI/Tableau or SAP Analytics Cloud (SAC) Expertise with Microsoft Excel, Access, Powerpoint VBA programming skills for Microsoft Excel and Acc…",IT Jobs,2026-06-24T07:23:38Z,https://www.adzuna.in/details/5774237847?utm_medium=api&utm_source=3a1fdfd4,"responsibilities: understanding the reporting requirements and provide valuable advice continuous optimization and automation of reporting, further development of reporting tools, active management of the reporting portfolio creation of assigned reports in time and quality collaboration with international teams requirements: must have: expertise with powerbi/tableau or sap analytics cloud (sac) expertise with microsoft excel, access, powerpoint vba programming skills for microsoft excel and acc…","['excel', 'tableau']",2,"excel, tableau"
data analyst,Data Analyst,Techcom Solutions India Private Limited,"Bangalore, Karnataka",,,"Strong proficiency in SQL for data querying and analysis • Hands-on experience with Python for data analysis • Solid understanding of data modeling concepts • Experience working with BigQuery, Airflow, PySpark, and Git Good to Have • Experience with Excel / Google Sheets for analysis and validation • Exposure to BI tools such as Power BI, Tableau, or Looker • Working knowledge of statistics and analytical techniques • Familiarity with advanced analytics (regression, forecasting, experimentation…",IT Jobs,2026-06-27T07:32:41Z,https://www.adzuna.in/details/5778451352?utm_medium=api&utm_source=3a1fdfd4,"strong proficiency in sql for data querying and analysis • hands-on experience with python for data analysis • solid understanding of data modeling concepts • experience working with bigquery, airflow, pyspark, and git good to have • experience with excel / google sheets for analysis and validation • exposure to bi tools such as power bi, tableau, or looker • working knowledge of statistics and analytical techniques • familiarity with advanced analytics (regression, forecasting, experimentation…","['python', 'sql', 'excel', 'power bi', 'tableau', 'spark', 'statistics', 'airflow', 'git']",9,"python, sql, excel, power bi, tableau, spark, statistics, airflow, git"
data analyst,Data Analyst,Cognizant,"Kolkata, West Bengal",,,Job Summary We are seeking an experienced Lead Data Engineer with 8 to 12 years of expertise in Snowflake Machine Learning Python and SQL scripting. The role involves analyzing complex datasets deriving actionable insights and contributing to data-driven decision-making in a hybrid work model with day shifts. Responsibilities Analyze large and complex datasets to identify trends patterns and actionable insights that align with business objectives Develop and maintain scalable data pipelines usi…,IT Jobs,2026-06-27T14:58:11Z,https://www.adzuna.in/details/5778919523?utm_medium=api&utm_source=3a1fdfd4,job summary we are seeking an experienced lead data engineer with 8 to 12 years of expertise in snowflake machine learning python and sql scripting. the role involves analyzing complex datasets deriving actionable insights and contributing to data-driven decision-making in a hybrid work model with day shifts. responsibilities analyze large and complex datasets to identify trends patterns and actionable insights that align with business objectives develop and maintain scalable data pipelines usi…,"['python', 'sql', 'machine learning', 'scala']",4,"python, sql, machine learning, scala"
data analyst,Data Analyst,Tribute Technology,"Hyderabad, Telangana",,,"ABOUT TRIBUTE TECHNOLOGY: At Tribute Technology, we make end-of-life celebrations memorable, meaningful, and effortless through thoughtful and innovative technology solutions. Our mission is to help communities around the world celebrate life and pay tribute to those we love. Our comprehensive platform brings together software and technology to provide a fully integrated experience for all users, whether that is a family, a funeral home, or an online publisher. We are the market leader in the U…",IT Jobs,2026-06-29T02:40:35Z,https://www.adzuna.in/details/5780531648?utm_medium=api&utm_source=3a1fdfd4,"about tribute technology: at tribute technology, we make end-of-life celebrations memorable, meaningful, and effortless through thoughtful and innovative technology solutions. our mission is to help communities around the world celebrate life and pay tribute to those we love. our comprehensive platform brings together software and technology to provide a fully integrated experience for all users, whether that is a family, a funeral home, or an online publisher. we are the market leader in the u…",[],0,
data analyst,Data Analyst,Tech Smcsquared Gcc,"Bangalore, Karnataka",,,"Roles and Responsibilities Perform quantitative and qualitative data analysis using SQL and other tools to uncover patterns, trends, and actionable insights. Translate complex datasets into meaningful business insights, addressing the so-what and what-if questions to guide decision-making. Prepare clear, concise, and insightful reports, presentations, and dashboards for stakeholders. Collaborate with cross-functional teams to understand business needs and provide data-driven recommendations. Ma…",IT Jobs,2026-07-02T07:18:36Z,https://www.adzuna.in/details/5784728868?utm_medium=api&utm_source=3a1fdfd4,"roles and responsibilities perform quantitative and qualitative data analysis using sql and other tools to uncover patterns, trends, and actionable insights. translate complex datasets into meaningful business insights, addressing the so-what and what-if questions to guide decision-making. prepare clear, concise, and insightful reports, presentations, and dashboards for stakeholders. collaborate with cross-functional teams to understand business needs and provide data-driven recommendations. ma…",['sql'],1,sql
data analyst,Data Analyst,UnitedHealth Group,"Noida, Ghaziabad",,,"Requisition number: 2369284 Job category: Business & Data Analytics Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make a…","PR, Advertising & Marketing Jobs",2026-06-21T10:34:38Z,https://www.adzuna.in/details/5771399200?utm_medium=api&utm_source=3a1fdfd4,"requisition number: 2369284 job category: business & data analytics optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. the work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. come make a…",[],0,
data analyst,Data Analyst,Recro,"Bangalore, Karnataka",,,Job Description: Looking for someone with 2 years Strong experience over Python  SQL. Very proficient with the problem solving. Good Communication Skills. Skills:- Python,IT Jobs,2023-08-29T13:12:02Z,https://www.adzuna.in/details/4282822424?utm_medium=api&utm_source=3a1fdfd4,job description: looking for someone with 2 years strong experience over python sql. very proficient with the problem solving. good communication skills. skills:- python,"['python', 'sql', 'communication']",3,"python, sql, communication"
data analyst,Data Analyst,Tribute Technology,"Hussainialam, Hyderabad",,,"ABOUT TRIBUTE TECHNOLOGY: At Tribute Technology, we make end-of-life celebrations memorable, meaningful, and effortless through thoughtful and innovative technology solutions. Our mission is to help communities around the world celebrate life and pay tribute to those we love. Our comprehensive platform brings together software and technology to provide a fully integrated experience for all users, whether that is a family, a funeral home, or an online publisher. We are the market leader in the U…",IT Jobs,2026-06-27T07:29:56Z,https://www.adzuna.in/details/5778444152?utm_medium=api&utm_source=3a1fdfd4,"about tribute technology: at tribute technology, we make end-of-life celebrations memorable, meaningful, and effortless through thoughtful and innovative technology solutions. our mission is to help communities around the world celebrate life and pay tribute to those we love. our comprehensive platform brings together software and technology to provide a fully integrated experience for all users, whether that is a family, a funeral home, or an online publisher. we are the market leader in the u…",[],0,
data analyst,Data Analyst,Guidehouse India Pvt Ltd,"Thiruvananthapuram, Kerala",,,"Job Family : EBO Management Information System (India) Travel Required : None Clearance Required : None What You Will Do : Gather data from primary and secondary sources, ensuring the upkeep of databases and data systems. Detect, examine, and decode trends or patterns within intricate datasets. Cleanse data and scrutinize computer-generated reports and outputs to identify and rectify coding errors. Coordinate with management to align business and informational priorities. Identify opportunities…",IT Jobs,2026-07-10T15:09:48Z,https://www.adzuna.in/details/5795414098?utm_medium=api&utm_source=3a1fdfd4,"job family : ebo management information system (india) travel required : none clearance required : none what you will do : gather data from primary and secondary sources, ensuring the upkeep of databases and data systems. detect, examine, and decode trends or patterns within intricate datasets. cleanse data and scrutinize computer-generated reports and outputs to identify and rectify coding errors. coordinate with management to align business and informational priorities. identify opportunities…",[],0,
data analyst,Data Analyst,WPP Production Chennai,"Chennai, Tamil Nadu",,,"About WPP Production We are WPP Production - the unified global production company that brings together all of WPP's content producers, studios and craft experts into one connected organisation. We combine world-class human craft with next generation technology to originate, design, and deliver multi-channel content systems at scale. Built for borderless collaboration and powered by deep craft expertise, we are the production engine designed for today's always on, AI driven marketing world. Abo…","PR, Advertising & Marketing Jobs",2026-07-10T21:10:41Z,https://www.adzuna.in/details/5795749007?utm_medium=api&utm_source=3a1fdfd4,"about wpp production we are wpp production - the unified global production company that brings together all of wpp's content producers, studios and craft experts into one connected organisation. we combine world-class human craft with next generation technology to originate, design, and deliver multi-channel content systems at scale. built for borderless collaboration and powered by deep craft expertise, we are the production engine designed for today's always on, ai driven marketing world. abo…",[],0,
data analyst,Data Analyst,Phenom People,"Hyderabad, Telangana",,,"Responsibilities: Use SQL to analyze, hypothesize, and solve complex business challenges while identifying and visualizing opportunities for growth. Work with Business Intelligence (BI) tools such as Looker and Superset to build dashboards and visual reports. Extract and report data using efficient database queries with a focus on cloud data platforms, pipeline automation, and scalable analytics solutions. Apply statistical modeling and prediction techniques to derive actionable insights that s…",IT Jobs,2026-07-11T07:21:34Z,https://www.adzuna.in/details/5796417289?utm_medium=api&utm_source=3a1fdfd4,"responsibilities: use sql to analyze, hypothesize, and solve complex business challenges while identifying and visualizing opportunities for growth. work with business intelligence (bi) tools such as looker and superset to build dashboards and visual reports. extract and report data using efficient database queries with a focus on cloud data platforms, pipeline automation, and scalable analytics solutions. apply statistical modeling and prediction techniques to derive actionable insights that s…","['sql', 'scala']",2,"sql, scala"
data analyst,Data Analyst,Acura Solution,"Mumbai, Maharashtra",,,"Job Description: 2-3 years of experience in Data Analysis, preferably in the aviation industry.  Proficient in data analysis tools such as SQL, Python, or SAS.  Experience with data visualization tools (Tableau, Power BI, etc.).  Strong analytical and problem-solving skills. Key Responsibilities 1 Gather, clean, and preprocess data from various sources at Agos Aviation, ensuring data accuracy, completeness, and integrity for analysis. 2 Apply statistical and analytical techniques to derive m…",IT Jobs,2026-05-13T02:15:44Z,https://www.adzuna.in/details/5727264729?utm_medium=api&utm_source=3a1fdfd4,"job description: 2-3 years of experience in data analysis, preferably in the aviation industry.  proficient in data analysis tools such as sql, python, or sas.  experience with data visualization tools (tableau, power bi, etc.).  strong analytical and problem-solving skills. key responsibilities 1 gather, clean, and preprocess data from various sources at agos aviation, ensuring data accuracy, completeness, and integrity for analysis. 2 apply statistical and analytical techniques to derive m…","['python', 'sql', 'power bi', 'tableau', 'data visualization']",5,"python, sql, power bi, tableau, data visualization"
data analyst,Data Analyst,S&P Global,"Ahmedabad, Gujarat",,,"About The Role Grade Level (for internal use): 07 Role Scope The Data Research Associate is an individual contributor role that develops foundational proficiency in one or more workflows or datasets. The role supports end-to-end data lifecycle activities including sourcing, basic validation, enrichment, and delivery under guidance, adhering strictly to standard operating procedures (SOPs) and set guidelines, and escalating deviations for a defined dataset or workflow. The role emphasizes buildi…",Accounting & Finance Jobs,2026-07-17T15:12:04Z,https://www.adzuna.in/details/5804686693?utm_medium=api&utm_source=3a1fdfd4,"about the role grade level (for internal use): 07 role scope the data research associate is an individual contributor role that develops foundational proficiency in one or more workflows or datasets. the role supports end-to-end data lifecycle activities including sourcing, basic validation, enrichment, and delivery under guidance, adhering strictly to standard operating procedures (sops) and set guidelines, and escalating deviations for a defined dataset or workflow. the role emphasizes buildi…",['scala'],1,scala
data analyst,Data Analyst,Hitachi,"Chennai, Tamil Nadu",,,"Location: Chennai, Tamil Nadu, India Job ID: R0124762 Date Posted: 2026-07-16 Company Name: HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED Profession (Job Category): Data Analytics/Business Intelligence Job Schedule: Full time Remote: No Job Description: Supporting Transformers QO Management with the development and administration of the BU-QO’s Power BI reports and data management. • Extract, clean, and transform data from multiple sources and ensure accuracy and consistency. Development o…","Energy, Oil & Gas Jobs",2026-07-19T03:21:54Z,https://www.adzuna.in/details/5806516041?utm_medium=api&utm_source=3a1fdfd4,"location: chennai, tamil nadu, india job id: r0124762 date posted: 2026-07-16 company name: hitachi energy technology services private limited profession (job category): data analytics/business intelligence job schedule: full time remote: no job description: supporting transformers qo management with the development and administration of the bu-qo’s power bi reports and data management. • extract, clean, and transform data from multiple sources and ensure accuracy and consistency. development o…",['power bi'],1,power bi
data analyst,Data Analyst,TMF,India,,,"General Information Job ID 35530 Location Bangalore, India, Belgrade, Serbia, Cape Town, South Africa, Gurgaon, India, Katowice, Poland, Mumbai, India, New Delhi, India, Noida, India, Pune, India, Sofia, Bulgaria Work Types Full Time Categories Internal Finance We never ask for payment as part of our selection process, and we always contact candidates via our corporate accounts and platforms. If you are approached for payment, this is likely to be fraudulent. Please check to see whether the rol…",Accounting & Finance Jobs,2026-07-22T03:15:49Z,https://www.adzuna.in/details/5809852456?utm_medium=api&utm_source=3a1fdfd4,"general information job id 35530 location bangalore, india, belgrade, serbia, cape town, south africa, gurgaon, india, katowice, poland, mumbai, india, new delhi, india, noida, india, pune, india, sofia, bulgaria work types full time categories internal finance we never ask for payment as part of our selection process, and we always contact candidates via our corporate accounts and platforms. if you are approached for payment, this is likely to be fraudulent. please check to see whether the rol…",[],0,
data analyst,Data Analyst,Hitachi,India,,,"Location: Maneja, Gujarat, India Job ID: R0123378 Date Posted: 2026-06-29 Company Name: HITACHI ENERGY TECHNOLOGY SERVICES PRIVATE LIMITED Profession (Job Category): Engineering & Science Job Schedule: Full time Remote: No Job Description: The opportunity The successful candidate will be part of an international Digital Engineering and Design team, supporting in create Business report using Power BI, SQL, SAP a t the Global Engineering Center in Vadodara, India, you’ll be part of a dynamic team…","Energy, Oil & Gas Jobs",2026-07-01T02:46:06Z,https://www.adzuna.in/details/5782538634?utm_medium=api&utm_source=3a1fdfd4,"location: maneja, gujarat, india job id: r0123378 date posted: 2026-06-29 company name: hitachi energy technology services private limited profession (job category): engineering & science job schedule: full time remote: no job description: the opportunity the successful candidate will be part of an international digital engineering and design team, supporting in create business report using power bi, sql, sap a t the global engineering center in vadodara, india, you’ll be part of a dynamic team…","['sql', 'power bi', 'git']",3,"sql, power bi, git"
data analyst,Data Analyst,MM Staffing & Career Consultants,"Mumbai, Maharashtra",,,"Job Description: Key Responsibilities: -  Design, develop, and maintain daily/weekly/monthly MIS reports and dashboards using Excel and Tableau.  Automate reporting processes using advanced Excel functions (Power Query, Pivot Tables, Macros/VBA).  Create interactive Tableau dashboards to visualize KPIs and business metrics.     Collaborate with cross-functional teams to gather reporting requirements and deliver customized solutions. Ensure data accuracy, integrity, and consistency across…",IT Jobs,2026-05-14T02:26:01Z,https://www.adzuna.in/details/5728422548?utm_medium=api&utm_source=3a1fdfd4,"job description: key responsibilities: -  design, develop, and maintain daily/weekly/monthly mis reports and dashboards using excel and tableau.  automate reporting processes using advanced excel functions (power query, pivot tables, macros/vba).  create interactive tableau dashboards to visualize kpis and business metrics.     collaborate with cross-functional teams to gather reporting requirements and deliver customized solutions. ensure data accuracy, integrity, and consistency across…","['excel', 'tableau']",2,"excel, tableau"
data analyst,Data Analyst,Not specified,"Mumbai, Maharashtra",,,"Job description Conducting the Validation & Audit at MSO & local operators Digital Head-ends to ensure System has complying the TRAI Norms & also help to stop Revenue leakages. Technical support & activated on the trouble shooting at DTH, MSO local operator level to ensure for channels are running on the ground. Antipiracy activities TS recording on ground level and analyze",IT Jobs,2024-05-10T07:38:59Z,https://www.adzuna.in/details/4686706181?utm_medium=api&utm_source=3a1fdfd4,"job description conducting the validation & audit at mso & local operators digital head-ends to ensure system has complying the trai norms & also help to stop revenue leakages. technical support & activated on the trouble shooting at dth, mso local operator level to ensure for channels are running on the ground. antipiracy activities ts recording on ground level and analyze",['git'],1,git
data analyst,Data Analyst,Not specified,"Chennai, Tamil Nadu",,,"HiWelcome students, ladies, to allDo u have a free time? Do u want earnings? But u want to know genuine websites and jobs. I will guide u. Computer job nternational project u will get. If u want WhatsApp 2. Details r all in text file. U want to buy RS.150 only",Trade & Construction Jobs,2024-05-10T07:38:52Z,https://www.adzuna.in/details/4686705015?utm_medium=api&utm_source=3a1fdfd4,"hiwelcome students, ladies, to alldo u have a free time? do u want earnings? but u want to know genuine websites and jobs. i will guide u. computer job nternational project u will get. if u want whatsapp 2. details r all in text file. u want to buy rs.150 only",[],0,
data analyst,Data Analyst,Not specified,"Gurgaon, Haryana",,,"Job brief We are looking for a passionate professional to turn data into information, information into insight and insight into business decisions. The responsibilities include monitoring full ETL lifecycle activities to include requirements analysis and design, developing analysis and reporting capabilities, continuously monitoring performance and quality control plans to identify improvements. The candidate should also be capable enough to handle adhoc data requirements into the required form…",IT Jobs,2024-05-10T07:38:59Z,https://www.adzuna.in/details/4686706169?utm_medium=api&utm_source=3a1fdfd4,"job brief we are looking for a passionate professional to turn data into information, information into insight and insight into business decisions. the responsibilities include monitoring full etl lifecycle activities to include requirements analysis and design, developing analysis and reporting capabilities, continuously monitoring performance and quality control plans to identify improvements. the candidate should also be capable enough to handle adhoc data requirements into the required form…",['etl'],1,etl
data analyst,Data Analyst,Not specified,"Bangalore, Karnataka",,,"Its primary target is to create and maintain data pipelines. Strong analytics skills are needed to understand complex data sets . Experience in running database service on Cloud would be needed to run a secure data platform. The ideal candidate must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing data models. They must have a proven ability to drive business results with their data-based insights. They must be…",IT Jobs,2024-05-10T07:39:00Z,https://www.adzuna.in/details/4686706356?utm_medium=api&utm_source=3a1fdfd4,"its primary target is to create and maintain data pipelines. strong analytics skills are needed to understand complex data sets . experience in running database service on cloud would be needed to run a secure data platform. the ideal candidate must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing data models. they must have a proven ability to drive business results with their data-based insights. they must be…",[],0,
data analyst,Data Analyst,Not specified,"Navi Mumbai, Maharashtra",,,"Our Client have a wealth of experience in enterprise solution.They are recognized for their knowledge and experience on enterprise business systems.They are constantly finding innovative ways to blend people,process and technologies to deliver bottom-line benefits to their customers. Job Location :- Navi Mumbai Qualification :- BE/B TECH(IT/Computers) , MCA, MSE(IT/Computers) Experience :- 0 to 1 Year 1) Software programming experience. 2) Advanced with Python. 3) Strong knowledge of SQL Server…",IT Jobs,2024-05-10T07:39:12Z,https://www.adzuna.in/details/4686707833?utm_medium=api&utm_source=3a1fdfd4,"our client have a wealth of experience in enterprise solution.they are recognized for their knowledge and experience on enterprise business systems.they are constantly finding innovative ways to blend people,process and technologies to deliver bottom-line benefits to their customers. job location :- navi mumbai qualification :- be/b tech(it/computers) , mca, mse(it/computers) experience :- 0 to 1 year 1) software programming experience. 2) advanced with python. 3) strong knowledge of sql server…","['python', 'sql']",2,"python, sql"
data analyst,Data Analyst,Not specified,"Hyderabad, Telangana",,,"Data gathering/ Research Assist team leaders in gathering and verifying data through primary and secondary research methods using internal and external tools Organize, participate and document Project related interviews, focus group discussions etc. Connect with support teams (L&D, HR, Finance, Marketing teams etc.) to collate data and provide clients any required data, analyses, reports or recommendations. Verify accuracy of data and identify missing or conflicting data Share insights from fin…",Trade & Construction Jobs,2024-05-10T07:38:52Z,https://www.adzuna.in/details/4686704999?utm_medium=api&utm_source=3a1fdfd4,"data gathering/ research assist team leaders in gathering and verifying data through primary and secondary research methods using internal and external tools organize, participate and document project related interviews, focus group discussions etc. connect with support teams (l&d, hr, finance, marketing teams etc.) to collate data and provide clients any required data, analyses, reports or recommendations. verify accuracy of data and identify missing or conflicting data share insights from fin…",[],0,
data analyst,Data Analyst,Mancraft Consulting,"Noida, Ghaziabad",,,"Job Description: Primary Role Description: - The incumbent will be a part of the advanced descriptive and predictive analytics sub-function to work on analysis/reports/dashboards related to superior risk selection, risk assessment and risk management. To help data evidence-based decision-making for the business to enable better understanding and management of the health risks. The role requires a good understanding of Health Insurance domain in India and various drivers of profitability. Respon…",Accounting & Finance Jobs,2026-05-13T02:09:30Z,https://www.adzuna.in/details/5727195252?utm_medium=api&utm_source=3a1fdfd4,"job description: primary role description: - the incumbent will be a part of the advanced descriptive and predictive analytics sub-function to work on analysis/reports/dashboards related to superior risk selection, risk assessment and risk management. to help data evidence-based decision-making for the business to enable better understanding and management of the health risks. the role requires a good understanding of health insurance domain in india and various drivers of profitability. respon…",[],0,
data analyst,Data Analyst / Data Scientist,Weekday AI,India,,,"This role is for one of the Weekday's clients Salary range: Rs 300000 - Rs 1200000 (ie INR 3-12 LPA) Min Experience: 1 years Location: Remote (India) JobType: full-time We’re looking for a passionate and detail-oriented Data Analyst / Data Scientist to join our growing analytics team. This role is perfect for someone who thrives on solving complex problems using data, loves diving deep into datasets, and has a strong command of analytical tools and programming languages. As a Data Analyst / Dat…",IT Jobs,2026-02-19T19:58:34Z,https://www.adzuna.in/details/5636068235?utm_medium=api&utm_source=3a1fdfd4,"this role is for one of the weekday's clients salary range: rs 300000 - rs 1200000 (ie inr 3-12 lpa) min experience: 1 years location: remote (india) jobtype: full-time we’re looking for a passionate and detail-oriented data analyst / data scientist to join our growing analytics team. this role is perfect for someone who thrives on solving complex problems using data, loves diving deep into datasets, and has a strong command of analytical tools and programming languages. as a data analyst / dat…",[],0,
data analyst,Data Analyst/ Data Modeler,Capgemini,"Hyderabad, Telangana",,,"Job Description Capgemini is hiring for Data Analyst/ Data Modeler Location: Pan India Experience range: 13 years to 16 years We are looking for Data Analyst with 13 years of hands-on experience in collecting, analysing, and interpreting large datasets to support business decision-making. The Data Analyst plays a pivotal role in enabling data-driven decision-making by extracting insights from complex datasets. This role supports the development and deployment of AI/ML and Gen AI solutions by en…",IT Jobs,2026-05-16T05:48:43Z,https://www.adzuna.in/details/5730849721?utm_medium=api&utm_source=3a1fdfd4,"job description capgemini is hiring for data analyst/ data modeler location: pan india experience range: 13 years to 16 years we are looking for data analyst with 13 years of hands-on experience in collecting, analysing, and interpreting large datasets to support business decision-making. the data analyst plays a pivotal role in enabling data-driven decision-making by extracting insights from complex datasets. this role supports the development and deployment of ai/ml and gen ai solutions by en…",[],0,
data analyst,HR Data Analyst,"Opalforce, Inc.","Naduvathi, Bangalore",,,"Job Title: HR Data Analyst Location: Bangalore High Level JD: Collect, compile, and analyze HR Data for trends with regard to recruitment practices, retention/turnover and apply this data to make recommendatios Excellent knowledge of Microsoft Office Suite, and Excel and the ability to createcharts,spreadsheets and presentations Compiling reports of data results and presenting these to senior managers. A minimum of 2 years experience in similar role. Ability to work with cross-functional teams …",IT Jobs,2024-06-16T14:59:21Z,https://www.adzuna.in/details/4739597153?utm_medium=api&utm_source=3a1fdfd4,"job title: hr data analyst location: bangalore high level jd: collect, compile, and analyze hr data for trends with regard to recruitment practices, retention/turnover and apply this data to make recommendatios excellent knowledge of microsoft office suite, and excel and the ability to createcharts,spreadsheets and presentations compiling reports of data results and presenting these to senior managers. a minimum of 2 years experience in similar role. ability to work with cross-functional teams …",['excel'],1,excel
data analyst,Statistician/Data Analyst,Two95 International Inc.,India,,,"Location: Karnataka Experience: 5 Years Qualification: Bachelor’s / Master’s Degree in Statistics Job Summary: We are seeking an experienced Statistician / Data Analyst to support survey analysis, statistical modeling, and data-driven planning activities for Master Plan / Urban Development projects. The candidate should possess strong analytical skills and experience in handling large datasets, statistical tools, and reporting. Kannada language proficiency is mandatory. Key Responsibilities: Pe…",IT Jobs,2026-05-13T12:52:17Z,https://www.adzuna.in/details/5727816928?utm_medium=api&utm_source=3a1fdfd4,"location: karnataka experience: 5 years qualification: bachelor’s / master’s degree in statistics job summary: we are seeking an experienced statistician / data analyst to support survey analysis, statistical modeling, and data-driven planning activities for master plan / urban development projects. the candidate should possess strong analytical skills and experience in handling large datasets, statistical tools, and reporting. kannada language proficiency is mandatory. key responsibilities: pe…",['statistics'],1,statistics
data analyst,Data Analyst - Remote,YO AI Labs,"Bangalore, Karnataka",,,"Job Title: Data Analyst (Excel) Job Type: Contractor Location: Remote Job Summary: In this role, you'll apply your expertise to help train next-generation AI systems. Your work will shape how models learn, reason, and perform through high-quality, real-world input. No prior experience in AI is required — your domain knowledge is what matters. Key Responsibilities: Conduct in-depth data analysis using Microsoft Excel to extract actionable insights and support decision-making across teams. Collab…",IT Jobs,2026-07-02T11:18:26Z,https://www.adzuna.in/details/5785025954?utm_medium=api&utm_source=3a1fdfd4,"job title: data analyst (excel) job type: contractor location: remote job summary: in this role, you'll apply your expertise to help train next-generation ai systems. your work will shape how models learn, reason, and perform through high-quality, real-world input. no prior experience in ai is required — your domain knowledge is what matters. key responsibilities: conduct in-depth data analysis using microsoft excel to extract actionable insights and support decision-making across teams. collab…",['excel'],1,excel
data analyst,Sr. Data Analyst,Weekday AI,India,,,"This role is for one of Weekday’s clients Min Experience: 3 years Location: Nagpur JobType: full-time We are seeking a Senior Data Analyst with strong SQL, Python, and business analytics skills to work across diverse business domains including supply chain, education, and energy management. This role demands a professional who can quickly grasp new business contexts, apply rigorous analytical thinking, and translate data insights into tangible financial and operational impact. Requirements Key …",IT Jobs,2026-07-10T12:18:08Z,https://www.adzuna.in/details/5795166296?utm_medium=api&utm_source=3a1fdfd4,"this role is for one of weekday’s clients min experience: 3 years location: nagpur jobtype: full-time we are seeking a senior data analyst with strong sql, python, and business analytics skills to work across diverse business domains including supply chain, education, and energy management. this role demands a professional who can quickly grasp new business contexts, apply rigorous analytical thinking, and translate data insights into tangible financial and operational impact. requirements key …","['python', 'sql']",2,"python, sql"
